DateSK,DateAK,DatetimeAK,CalendarYear,CalendarYearLabel,CalendarQuarter,CalendarYearQuarter,CalendarQuarterLabel,CalendarMonth,CalendarYearMonth,CalendarMonthLabel,CalendarMonthAbbreviation,DayNumberOfYear,CalendarYearDay,CalendarWeek,CalendarWeekLabel,CalendarYearWeek,CalendarDayOfWeek,CalendarDayOfWeekLabel,IsWorkDay,NorthAmericaSeason,EuropeSeason,AsiaSeason
20091009,2009-10-09,2009-10-09 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,282,2009282,41,41,200941,6,Fri,1,None,Holiday,None
20091010,2009-10-10,2009-10-10 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,283,2009283,41,41,200941,7,Sat,0,None,Holiday,None
20091011,2009-10-11,2009-10-11 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,284,2009284,42,42,200942,1,Sun,0,None,Holiday,None
20091012,2009-10-12,2009-10-12 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,285,2009285,42,42,200942,2,Mon,1,None,Holiday,None
20091013,2009-10-13,2009-10-13 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,286,2009286,42,42,200942,3,Tue,1,None,Holiday,None
20091014,2009-10-14,2009-10-14 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,287,2009287,42,42,200942,4,Wed,1,None,Holiday,None
20091015,2009-10-15,2009-10-15 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,288,2009288,42,42,200942,5,Thu,1,None,Holiday,None
20091016,2009-10-16,2009-10-16 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,289,2009289,42,42,200942,6,Fri,1,None,Holiday,None
20091017,2009-10-17,2009-10-17 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,290,2009290,42,42,200942,7,Sat,0,None,Holiday,None
20091018,2009-10-18,2009-10-18 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,291,2009291,43,43,200943,1,Sun,0,None,Holiday,None
20091019,2009-10-19,2009-10-19 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,292,2009292,43,43,200943,2,Mon,1,None,Holiday,None
20091020,2009-10-20,2009-10-20 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,293,2009293,43,43,200943,3,Tue,1,None,Holiday,None
20091021,2009-10-21,2009-10-21 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,294,2009294,43,43,200943,4,Wed,1,None,Holiday,None
20091022,2009-10-22,2009-10-22 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,295,2009295,43,43,200943,5,Thu,1,None,Holiday,None
20091023,2009-10-23,2009-10-23 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,296,2009296,43,43,200943,6,Fri,1,None,Holiday,None
20091024,2009-10-24,2009-10-24 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,297,2009297,43,43,200943,7,Sat,0,None,Holiday,None
20091025,2009-10-25,2009-10-25 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,298,2009298,44,44,200944,1,Sun,0,None,Holiday,None
20091026,2009-10-26,2009-10-26 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,299,2009299,44,44,200944,2,Mon,1,None,Holiday,None
20091027,2009-10-27,2009-10-27 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,300,2009300,44,44,200944,3,Tue,1,None,Holiday,None
20091028,2009-10-28,2009-10-28 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,301,2009301,44,44,200944,4,Wed,1,None,Holiday,None
20091029,2009-10-29,2009-10-29 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,302,2009302,44,44,200944,5,Thu,1,None,Holiday,None
20091030,2009-10-30,2009-10-30 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,303,2009303,44,44,200944,6,Fri,1,None,Holiday,None
20091031,2009-10-31,2009-10-31 00:00:00.000,2009,2009,4,200904,Q4,10,200910,October,Oct,304,2009304,44,44,200944,7,Sat,0,None,Holiday,None
20091101,2009-11-01,2009-11-01 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,305,2009305,45,45,200945,1,Sun,0,Holiday,Holiday,Holiday
20091102,2009-11-02,2009-11-02 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,306,2009306,45,45,200945,2,Mon,1,Holiday,Holiday,Holiday
20091103,2009-11-03,2009-11-03 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,307,2009307,45,45,200945,3,Tue,1,Holiday,Holiday,Holiday
20091104,2009-11-04,2009-11-04 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,308,2009308,45,45,200945,4,Wed,1,Holiday,Holiday,Holiday
20091105,2009-11-05,2009-11-05 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,309,2009309,45,45,200945,5,Thu,1,Holiday,Holiday,Holiday
20091106,2009-11-06,2009-11-06 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,310,2009310,45,45,200945,6,Fri,1,Holiday,Holiday,Holiday
20091107,2009-11-07,2009-11-07 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,311,2009311,45,45,200945,7,Sat,0,Holiday,Holiday,Holiday
20091108,2009-11-08,2009-11-08 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,312,2009312,46,46,200946,1,Sun,0,Holiday,Holiday,Holiday
20091109,2009-11-09,2009-11-09 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,313,2009313,46,46,200946,2,Mon,1,Holiday,Holiday,Holiday
20091110,2009-11-10,2009-11-10 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,314,2009314,46,46,200946,3,Tue,1,Holiday,Holiday,Holiday
20091111,2009-11-11,2009-11-11 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,315,2009315,46,46,200946,4,Wed,1,Holiday,Holiday,Holiday
20091112,2009-11-12,2009-11-12 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,316,2009316,46,46,200946,5,Thu,1,Holiday,Holiday,Holiday
20091113,2009-11-13,2009-11-13 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,317,2009317,46,46,200946,6,Fri,1,Holiday,Holiday,Holiday
20091114,2009-11-14,2009-11-14 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,318,2009318,46,46,200946,7,Sat,0,Holiday,Holiday,Holiday
20091115,2009-11-15,2009-11-15 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,319,2009319,47,47,200947,1,Sun,0,Holiday,Holiday,Holiday
20091116,2009-11-16,2009-11-16 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,320,2009320,47,47,200947,2,Mon,1,Holiday,Holiday,Holiday
20091117,2009-11-17,2009-11-17 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,321,2009321,47,47,200947,3,Tue,1,Holiday,Holiday,Holiday
20091118,2009-11-18,2009-11-18 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,322,2009322,47,47,200947,4,Wed,1,Holiday,Holiday,Holiday
20091119,2009-11-19,2009-11-19 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,323,2009323,47,47,200947,5,Thu,1,Holiday,Holiday,Holiday
20091120,2009-11-20,2009-11-20 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,324,2009324,47,47,200947,6,Fri,1,Holiday,Holiday,Holiday
20091121,2009-11-21,2009-11-21 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,325,2009325,47,47,200947,7,Sat,0,Holiday,Holiday,Holiday
20091122,2009-11-22,2009-11-22 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,326,2009326,48,48,200948,1,Sun,0,Holiday,Holiday,Holiday
20091123,2009-11-23,2009-11-23 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,327,2009327,48,48,200948,2,Mon,1,Holiday,Holiday,Holiday
20091124,2009-11-24,2009-11-24 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,328,2009328,48,48,200948,3,Tue,1,Holiday,Holiday,Holiday
20091125,2009-11-25,2009-11-25 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,329,2009329,48,48,200948,4,Wed,1,Holiday,Holiday,Holiday
20091126,2009-11-26,2009-11-26 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,330,2009330,48,48,200948,5,Thu,1,Holiday,Holiday,Holiday
20091127,2009-11-27,2009-11-27 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,331,2009331,48,48,200948,6,Fri,1,Holiday,Holiday,Holiday
20091128,2009-11-28,2009-11-28 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,332,2009332,48,48,200948,7,Sat,0,Holiday,Holiday,Holiday
20091129,2009-11-29,2009-11-29 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,333,2009333,49,49,200949,1,Sun,0,Holiday,Holiday,Holiday
20091130,2009-11-30,2009-11-30 00:00:00.000,2009,2009,4,200904,Q4,11,200911,November,Nov,334,2009334,49,49,200949,2,Mon,1,Holiday,Holiday,Holiday
20091201,2009-12-01,2009-12-01 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,335,2009335,49,49,200949,3,Tue,1,Holiday,Holiday,Holiday
20091202,2009-12-02,2009-12-02 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,336,2009336,49,49,200949,4,Wed,1,Holiday,Holiday,Holiday
20091203,2009-12-03,2009-12-03 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,337,2009337,49,49,200949,5,Thu,1,Holiday,Holiday,Holiday
20091204,2009-12-04,2009-12-04 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,338,2009338,49,49,200949,6,Fri,1,Holiday,Holiday,Holiday
20091205,2009-12-05,2009-12-05 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,339,2009339,49,49,200949,7,Sat,0,Holiday,Holiday,Holiday
20091206,2009-12-06,2009-12-06 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,340,2009340,50,50,200950,1,Sun,0,Holiday,Holiday,Holiday
20091207,2009-12-07,2009-12-07 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,341,2009341,50,50,200950,2,Mon,1,Holiday,Holiday,Holiday
20091208,2009-12-08,2009-12-08 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,342,2009342,50,50,200950,3,Tue,1,Holiday,Holiday,Holiday
20091209,2009-12-09,2009-12-09 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,343,2009343,50,50,200950,4,Wed,1,Holiday,Holiday,Holiday
20091210,2009-12-10,2009-12-10 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,344,2009344,50,50,200950,5,Thu,1,Holiday,Holiday,Holiday
20091211,2009-12-11,2009-12-11 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,345,2009345,50,50,200950,6,Fri,1,Holiday,Holiday,Holiday
20091212,2009-12-12,2009-12-12 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,346,2009346,50,50,200950,7,Sat,0,Holiday,Holiday,Holiday
20091213,2009-12-13,2009-12-13 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,347,2009347,51,51,200951,1,Sun,0,Holiday,Holiday,Holiday
20091214,2009-12-14,2009-12-14 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,348,2009348,51,51,200951,2,Mon,1,Holiday,Holiday,Holiday
20091215,2009-12-15,2009-12-15 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,349,2009349,51,51,200951,3,Tue,1,Holiday,Holiday,Holiday
20091216,2009-12-16,2009-12-16 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,350,2009350,51,51,200951,4,Wed,1,Holiday,Holiday,Holiday
20091217,2009-12-17,2009-12-17 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,351,2009351,51,51,200951,5,Thu,1,Holiday,Holiday,Holiday
20091218,2009-12-18,2009-12-18 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,352,2009352,51,51,200951,6,Fri,1,Holiday,Holiday,Holiday
20091219,2009-12-19,2009-12-19 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,353,2009353,51,51,200951,7,Sat,0,Holiday,Holiday,Holiday
20091220,2009-12-20,2009-12-20 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,354,2009354,52,52,200952,1,Sun,0,Holiday,Holiday,Holiday
20091221,2009-12-21,2009-12-21 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,355,2009355,52,52,200952,2,Mon,1,Holiday,Holiday,Holiday
20091222,2009-12-22,2009-12-22 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,356,2009356,52,52,200952,3,Tue,1,Holiday,Holiday,Holiday
20091223,2009-12-23,2009-12-23 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,357,2009357,52,52,200952,4,Wed,1,Holiday,Holiday,Holiday
20091224,2009-12-24,2009-12-24 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,358,2009358,52,52,200952,5,Thu,1,Holiday,Holiday,Holiday
20091225,2009-12-25,2009-12-25 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,359,2009359,52,52,200952,6,Fri,1,Holiday,Holiday,Holiday
20091226,2009-12-26,2009-12-26 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,360,2009360,52,52,200952,7,Sat,0,Holiday,Holiday,Holiday
20091227,2009-12-27,2009-12-27 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,361,2009361,53,53,200953,1,Sun,0,Holiday,Holiday,Holiday
20091228,2009-12-28,2009-12-28 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,362,2009362,53,53,200953,2,Mon,1,Holiday,Holiday,Holiday
20091229,2009-12-29,2009-12-29 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,363,2009363,53,53,200953,3,Tue,1,Holiday,Holiday,Holiday
20091230,2009-12-30,2009-12-30 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,364,2009364,53,53,200953,4,Wed,1,Holiday,Holiday,Holiday
20091231,2009-12-31,2009-12-31 00:00:00.000,2009,2009,4,200904,Q4,12,200912,December,Dec,365,2009365,53,53,200953,5,Thu,1,Holiday,Holiday,Holiday
20100101,2010-01-01,2010-01-01 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,1,2010001,1,1,201001,6,Fri,1,Spring/Back to Business,Holiday,Holiday
20100102,2010-01-02,2010-01-02 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,2,2010002,1,1,201001,7,Sat,0,Spring/Back to Business,Holiday,Holiday
20100103,2010-01-03,2010-01-03 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,3,2010003,2,2,201002,1,Sun,0,Spring/Back to Business,Holiday,Holiday
20100104,2010-01-04,2010-01-04 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,4,2010004,2,2,201002,2,Mon,1,Spring/Back to Business,Holiday,Holiday
20100105,2010-01-05,2010-01-05 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,5,2010005,2,2,201002,3,Tue,1,Spring/Back to Business,Holiday,Holiday
20100106,2010-01-06,2010-01-06 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,6,2010006,2,2,201002,4,Wed,1,Spring/Back to Business,Holiday,Holiday
20100107,2010-01-07,2010-01-07 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,7,2010007,2,2,201002,5,Thu,1,Spring/Back to Business,Holiday,Holiday
20100108,2010-01-08,2010-01-08 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,8,2010008,2,2,201002,6,Fri,1,Spring/Back to Business,Holiday,Holiday
20100109,2010-01-09,2010-01-09 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,9,2010009,2,2,201002,7,Sat,0,Spring/Back to Business,Holiday,Holiday
20100110,2010-01-10,2010-01-10 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,10,2010010,3,3,201003,1,Sun,0,Spring/Back to Business,Holiday,Holiday
20100111,2010-01-11,2010-01-11 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,11,2010011,3,3,201003,2,Mon,1,Spring/Back to Business,Holiday,Holiday
20100112,2010-01-12,2010-01-12 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,12,2010012,3,3,201003,3,Tue,1,Spring/Back to Business,Holiday,Holiday
20100113,2010-01-13,2010-01-13 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,13,2010013,3,3,201003,4,Wed,1,Spring/Back to Business,Holiday,Holiday
20100114,2010-01-14,2010-01-14 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,14,2010014,3,3,201003,5,Thu,1,Spring/Back to Business,Holiday,Holiday
20100115,2010-01-15,2010-01-15 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,15,2010015,3,3,201003,6,Fri,1,Spring/Back to Business,Holiday,Holiday
20100116,2010-01-16,2010-01-16 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,16,2010016,3,3,201003,7,Sat,0,Spring/Back to Business,Holiday,Holiday
20100117,2010-01-17,2010-01-17 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,17,2010017,4,4,201004,1,Sun,0,Spring/Back to Business,Holiday,Holiday
20100118,2010-01-18,2010-01-18 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,18,2010018,4,4,201004,2,Mon,1,Spring/Back to Business,Holiday,Holiday
20100119,2010-01-19,2010-01-19 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,19,2010019,4,4,201004,3,Tue,1,Spring/Back to Business,Holiday,Holiday
20100120,2010-01-20,2010-01-20 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,20,2010020,4,4,201004,4,Wed,1,Spring/Back to Business,Holiday,Holiday
20100121,2010-01-21,2010-01-21 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,21,2010021,4,4,201004,5,Thu,1,Spring/Back to Business,Holiday,Holiday
20100122,2010-01-22,2010-01-22 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,22,2010022,4,4,201004,6,Fri,1,Spring/Back to Business,Holiday,Holiday
20100123,2010-01-23,2010-01-23 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,23,2010023,4,4,201004,7,Sat,0,Spring/Back to Business,Holiday,Holiday
20100124,2010-01-24,2010-01-24 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,24,2010024,5,5,201005,1,Sun,0,Spring/Back to Business,Holiday,Holiday
20100125,2010-01-25,2010-01-25 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,25,2010025,5,5,201005,2,Mon,1,Spring/Back to Business,Holiday,Holiday
20100126,2010-01-26,2010-01-26 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,26,2010026,5,5,201005,3,Tue,1,Spring/Back to Business,Holiday,Holiday
20100127,2010-01-27,2010-01-27 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,27,2010027,5,5,201005,4,Wed,1,Spring/Back to Business,Holiday,Holiday
20100128,2010-01-28,2010-01-28 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,28,2010028,5,5,201005,5,Thu,1,Spring/Back to Business,Holiday,Holiday
20100129,2010-01-29,2010-01-29 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,29,2010029,5,5,201005,6,Fri,1,Spring/Back to Business,Holiday,Holiday
20100130,2010-01-30,2010-01-30 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,30,2010030,5,5,201005,7,Sat,0,Spring/Back to Business,Holiday,Holiday
20100131,2010-01-31,2010-01-31 00:00:00.000,2010,2010,1,201001,Q1,1,201001,January,Jan,31,2010031,6,6,201006,1,Sun,0,Spring/Back to Business,Holiday,Holiday
20100201,2010-02-01,2010-02-01 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,32,2010032,6,6,201006,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100202,2010-02-02,2010-02-02 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,33,2010033,6,6,201006,3,Tue,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100203,2010-02-03,2010-02-03 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,34,2010034,6,6,201006,4,Wed,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100204,2010-02-04,2010-02-04 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,35,2010035,6,6,201006,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100205,2010-02-05,2010-02-05 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,36,2010036,6,6,201006,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100206,2010-02-06,2010-02-06 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,37,2010037,6,6,201006,7,Sat,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100207,2010-02-07,2010-02-07 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,38,2010038,7,7,201007,1,Sun,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100208,2010-02-08,2010-02-08 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,39,2010039,7,7,201007,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100209,2010-02-09,2010-02-09 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,40,2010040,7,7,201007,3,Tue,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100210,2010-02-10,2010-02-10 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,41,2010041,7,7,201007,4,Wed,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100211,2010-02-11,2010-02-11 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,42,2010042,7,7,201007,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100212,2010-02-12,2010-02-12 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,43,2010043,7,7,201007,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100213,2010-02-13,2010-02-13 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,44,2010044,7,7,201007,7,Sat,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100214,2010-02-14,2010-02-14 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,45,2010045,8,8,201008,1,Sun,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100215,2010-02-15,2010-02-15 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,46,2010046,8,8,201008,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100216,2010-02-16,2010-02-16 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,47,2010047,8,8,201008,3,Tue,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100217,2010-02-17,2010-02-17 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,48,2010048,8,8,201008,4,Wed,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100218,2010-02-18,2010-02-18 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,49,2010049,8,8,201008,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100219,2010-02-19,2010-02-19 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,50,2010050,8,8,201008,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100220,2010-02-20,2010-02-20 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,51,2010051,8,8,201008,7,Sat,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100221,2010-02-21,2010-02-21 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,52,2010052,9,9,201009,1,Sun,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100222,2010-02-22,2010-02-22 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,53,2010053,9,9,201009,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100223,2010-02-23,2010-02-23 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,54,2010054,9,9,201009,3,Tue,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100224,2010-02-24,2010-02-24 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,55,2010055,9,9,201009,4,Wed,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100225,2010-02-25,2010-02-25 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,56,2010056,9,9,201009,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100226,2010-02-26,2010-02-26 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,57,2010057,9,9,201009,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100227,2010-02-27,2010-02-27 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,58,2010058,9,9,201009,7,Sat,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100228,2010-02-28,2010-02-28 00:00:00.000,2010,2010,1,201001,Q1,2,201002,February,Feb,59,2010059,10,10,201010,1,Sun,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100301,2010-03-01,2010-03-01 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,60,2010060,10,10,201010,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100302,2010-03-02,2010-03-02 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,61,2010061,10,10,201010,3,Tue,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100303,2010-03-03,2010-03-03 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,62,2010062,10,10,201010,4,Wed,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100304,2010-03-04,2010-03-04 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,63,2010063,10,10,201010,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100305,2010-03-05,2010-03-05 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,64,2010064,10,10,201010,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20100306,2010-03-06,2010-03-06 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,65,2010065,10,10,201010,7,Sat,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100307,2010-03-07,2010-03-07 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,66,2010066,11,11,201011,1,Sun,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20100308,2010-03-08,2010-03-08 00:00:00.000,2010,2010,1,201001,Q1,3,201003,March,Mar,67,2010067,11,11,201011,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
